seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	29212959	29213063	105	*	X00783	2035	29213603	29446558	232956	+	539	upstream	539	EPB41
chr1	29213297	29213446	150	*	X00784	2035	29213603	29446558	232956	+	156	upstream	156	EPB41
chr1	29450450	29450656	207	*	X00791	399474	29445937	29450421	4485	-	28	upstream	28	TMEM200B
chr1	29451191	29451325	135	*	X00792	399474	29445937	29450421	4485	-	769	upstream	769	TMEM200B
chr1	29451632	29451822	191	*	X00793	399474	29445937	29450421	4485	-	1210	upstream	1210	TMEM200B
chr1	29562863	29562910	48	*	X00794	10076	29563028	29653325	90298	+	117	upstream	117	PTPRU
chr1	31190743	31191271	529	*	X00804	100129196	31191619	31199593	7975	+	347	upstream	347	MATN1-AS1
chr1	31191482	31191552	71	*	X00805	100129196	31191619	31199593	7975	+	66	upstream	66	MATN1-AS1
chr1	31381095	31381187	93	*	X00807	9672	31342313	31381480	39168	-	0	inside	292	SDC3
chr1	31381703	31381777	75	*	X00808	9672	31342313	31381480	39168	-	222	upstream	222	SDC3
chr1	31712817	31712921	105	*	X00815	79570	31652592	31712734	60143	-	82	upstream	82	NKAIN1
chr1	31769982	31770116	135	*	X00816	51538	31769842	31837780	67939	+	0	inside	139	ZCCHC17
chr1	31769982	31770116	135	*	X00816	9410	31732415	31769644	37230	-	337	upstream	337	SNRNP40
chr1	31846528	31846722	195	*	X00817	2170	31838100	31845923	7824	-	604	upstream	604	FABP3
chr1	32169954	32170088	135	*	X00825	1307	32117848	32169768	51921	-	185	upstream	185	COL16A1
chr1	32228679	32229593	915	*	X00829	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229758	135	*	X00830	576	32192718	32229648	36931	-	0	overlapStart	0	ADGRB2
chr1	32230024	32230173	150	*	X00831	576	32192718	32229648	36931	-	375	upstream	375	ADGRB2
chr1	32404415	32404534	120	*	X00836	8073	32372022	32403988	31967	-	426	upstream	426	PTP4A2
chr1	32478845	32479159	315	*	X00839	10657	32479295	32526460	47166	+	135	upstream	135	KHDRBS1
chr1	32538790	32539209	420	*	X00841	55116	32538503	32568467	29965	+	0	inside	286	TMEM39B
chr1	32645545	32645649	105	*	X00842	200081	32645345	32663886	18542	+	0	inside	199	TXLNA
chr1	32665889	32666008	120	*	X00843	79140	32666202	32670991	4790	+	193	upstream	193	CCDC28B
chr1	32666474	32666668	195	*	X00844	79140	32666202	32670991	4790	+	0	inside	271	CCDC28B
chr1	32687579	32687698	120	*	X00846	56063	32680078	32687926	7849	-	0	inside	227	TMEM234
chr1	32687857	32687961	105	*	X00847	56063	32680078	32687926	7849	-	0	overlapStart	0	TMEM234
chr1	32688247	32688351	105	*	X00848	56063	32680078	32687926	7849	-	320	upstream	320	TMEM234
chr1	32706884	32707018	135	*	X00850	339483	32697261	32707311	10051	-	0	inside	292	MTMR9LP
chr1	32757650	32757739	90	*	X00851	3065	32757708	32799224	41517	+	0	overlapStart	0	HDAC1
chr1	32757980	32758228	249	*	X00852	3065	32757708	32799224	41517	+	0	inside	271	HDAC1
chr1	32801690	32801839	150	*	X00857	65108	32799430	32801840	2411	-	0	inside	0	MARCKSL1
chr1	32801909	32802013	105	*	X00858	65108	32799430	32801840	2411	-	68	upstream	68	MARCKSL1
chr1	32802035	32802139	105	*	X00859	65108	32799430	32801840	2411	-	194	upstream	194	MARCKSL1
chr1	32802734	32802838	105	*	X00860	65108	32799430	32801840	2411	-	893	upstream	893	MARCKSL1
chr1	32803139	32803333	195	*	X00861	65108	32799430	32801840	2411	-	1298	upstream	1298	MARCKSL1
chr1	32859704	32859958	255	*	X00864	55108	32830705	32860062	29358	-	0	inside	103	BSDC1
chr1	32860004	32860138	135	*	X00865	55108	32830705	32860062	29358	-	0	overlapStart	0	BSDC1
chr1	33116803	33116892	90	*	X00872	5928	33116749	33151812	35064	+	0	inside	53	RBBP4
chr1	33116803	33116892	90	*	X00872	339487	33065773	33116185	50413	-	617	upstream	617	ZBTB8OS
chr1	33207274	33207405	132	*	X00874	57648	33207512	33240571	33060	+	106	upstream	106	KIAA1522
chr1	33283189	33283428	240	*	X00877	64766	33283043	33324480	41438	+	0	inside	145	S100PBP
chr1	33283189	33283428	240	*	X00877	8565	33240840	33283633	42794	-	0	inside	204	YARS1
chr1	33283759	33283893	135	*	X00878	8565	33240840	33283633	42794	-	125	upstream	125	YARS1
chr1	33338155	33338235	81	*	X00880	252995	33327869	33338082	10214	-	72	upstream	72	FNDC5
chr1	33351709	33351768	60	*	X00881	3208	33352098	33360247	8150	+	329	upstream	329	HPCA
chr1	33351904	33352023	120	*	X00882	3208	33352098	33360247	8150	+	74	upstream	74	HPCA
chr1	33352129	33352248	120	*	X00883	3208	33352098	33360247	8150	+	0	inside	30	HPCA
chr1	33366779	33366981	203	*	X00891	113452	33360196	33366953	6758	-	0	overlapStart	0	TMEM54
chr1	33367103	33367153	51	*	X00892	113452	33360196	33366953	6758	-	149	upstream	149	TMEM54
chr1	33546697	33546846	150	*	X00893	113451	33546714	33586131	39418	+	0	overlapStart	0	AZIN2
chr1	33647302	33647571	270	*	X00900	55223	33611003	33647671	36669	-	0	inside	99	TRIM62
chr1	33648382	33648546	165	*	X00901	55223	33611003	33647671	36669	-	710	upstream	710	TRIM62
chr1	33721755	33721770	16	*	X00902	149076	33722174	33766320	44147	+	403	upstream	403	ZNF362
chr1	33896817	33896818	2	*	X00913	1912	33789224	33896615	107392	-	201	upstream	201	PHC2
chr1	33896901	33896936	36	*	X00914	1912	33789224	33896615	107392	-	285	upstream	285	PHC2
chr1	33938367	33938606	240	*	X00915	7579	33938232	33961995	23764	+	0	inside	134	ZSCAN20
chr1	35246808	35246880	73	*	X00916	2707	35246790	35251967	5178	+	0	inside	17	GJB3
chr1	35450860	35450964	105	*	X00922	100506144	35447127	35450948	3822	-	0	overlapStart	0	TMEM35B
chr1	35450860	35450964	105	*	X00922	653160	35441300	35450948	9649	-	0	overlapStart	0	GPR199P
chr1	35497244	35497378	135	*	X00923	9204	35449368	35497569	48202	-	0	inside	190	ZMYM6
chr1	35734854	35735153	300	*	X00926	9202	35734568	35887545	152978	+	0	inside	285	ZMYM4
chr1	36022921	36023085	165	*	X00927	23154	36023393	36032380	8988	+	307	upstream	307	NCDN
chr1	36024099	36024188	90	*	X00928	79932	35899091	36023551	124461	-	547	upstream	547	KIAA0319L
chr1	36024316	36024435	120	*	X00929	79932	35899091	36023551	124461	-	764	upstream	764	KIAA0319L
chr1	36024496	36024496	1	*	X00930	79932	35899091	36023551	124461	-	944	upstream	944	KIAA0319L
chr1	36038671	36038805	135	*	X00931	339488	36038971	36060927	21957	+	165	upstream	165	TFAP2E
chr1	36184750	36184869	120	*	X00940	127703	36179477	36184790	5314	-	0	overlapStart	0	C1orf216
chr1	36235495	36235614	120	*	X00942	63967	36197713	36235551	37839	-	0	overlapStart	0	CLSPN
chr1	36273342	36273461	120	*	X00943	192670	36273828	36323490	49663	+	366	upstream	366	AGO4
chr1	36395264	36395361	98	*	X00946	192669	36396319	36522063	125745	+	957	upstream	957	AGO3
chr1	36396292	36396381	90	*	X00947	192669	36396319	36522063	125745	+	0	overlapStart	0	AGO3
chr1	36549928	36550047	120	*	X00949	27285	36549676	36553876	4201	+	0	inside	251	TEKT2
chr1	36553771	36553905	135	*	X00951	54936	36554453	36559533	5081	+	547	upstream	547	ADPRS
chr1	36554161	36554306	146	*	X00952	54936	36554453	36559533	5081	+	146	upstream	146	ADPRS
chr1	36620732	36620857	126	*	X00959	55700	36621803	36646441	24639	+	945	upstream	945	MAP7D1
chr1	36621038	36621157	120	*	X00960	55700	36621803	36646441	24639	+	645	upstream	645	MAP7D1
chr1	36621638	36621727	90	*	X00961	55700	36621803	36646441	24639	+	75	upstream	75	MAP7D1
chr1	36621638	36621727	90	*	X00961	27095	36602170	36621654	19485	-	0	overlapStart	0	TRAPPC3
chr1	36622157	36622411	255	*	X00962	27095	36602170	36621654	19485	-	502	upstream	502	TRAPPC3
chr1	36623337	36623501	165	*	X00963	27095	36602170	36621654	19485	-	1682	upstream	1682	TRAPPC3
chr1	36690179	36690313	135	*	X00967	9967	36690017	36770957	80941	+	0	inside	161	THRAP3
chr1	36789854	36789973	120	*	X00976	55194	36787632	36789755	2124	-	98	upstream	98	EVA1B
chr1	36851197	36851316	120	*	X00979	83931	36805225	36851485	46261	-	0	inside	168	STK40
chr1	36851467	36851579	113	*	X00980	83931	36805225	36851485	46261	-	0	overlapStart	0	STK40
chr1	36851707	36851826	120	*	X00981	83931	36805225	36851485	46261	-	221	upstream	221	STK40
chr1	36930183	36930302	120	*	X00985	64960	36921362	36930040	8679	-	142	upstream	142	MRPS15
chr1	37500071	37500190	120	*	X00993	2899	37261128	37499844	238717	-	226	upstream	226	GRIK3
chr1	37500281	37500400	120	*	X00994	2899	37261128	37499844	238717	-	436	upstream	436	GRIK3
chr1	37940294	37940428	135	*	X01000	80149	37940119	37949978	9860	+	0	inside	174	ZC3H12A
chr1	37940294	37940428	135	*	X01000	728431	37920480	37940044	19565	-	249	upstream	249	LINC01137
chr1	38157528	38157617	90	*	X01002	55143	38158073	38175391	17319	+	455	upstream	455	CDCA8
chr1	38157528	38157617	90	*	X01002	54955	38147242	38157888	10647	-	0	inside	270	C1orf109
chr1	38157949	38158068	120	*	X01003	55143	38158073	38175391	17319	+	4	upstream	4	CDCA8
chr1	38157949	38158068	120	*	X01003	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38158458	38158547	90	*	X01004	54955	38147242	38157888	10647	-	569	upstream	569	C1orf109
chr1	38158864	38158998	135	*	X01005	54955	38147242	38157888	10647	-	975	upstream	975	C1orf109
chr1	38274009	38274218	210	*	X01006	79693	38268614	38273865	5252	-	143	upstream	143	YRDC
chr1	38274249	38274308	60	*	X01007	79693	38268614	38273865	5252	-	383	upstream	383	YRDC
chr1	38274414	38274518	105	*	X01008	79693	38268614	38273865	5252	-	548	upstream	548	YRDC
chr1	38325043	38325147	105	*	X01009	4520	38275239	38325292	50054	-	0	inside	144	MTF1
chr1	38471387	38471450	64	*	X01017	2275	38462442	38471187	8746	-	199	upstream	199	FHL3
chr1	38471121	38471268	148	*	X01018	2275	38462442	38471187	8746	-	0	overlapStart	0	FHL3
chr1	38512408	38512417	10	*	X01024	5453	38509523	38512450	2928	-	0	inside	32	POU3F1
chr1	39456329	39456448	120	*	X01034	79647	39456916	39471737	14822	+	467	upstream	467	AKIRIN1
chr1	39456704	39456838	135	*	X01035	79647	39456916	39471737	14822	+	77	upstream	77	AKIRIN1
chr1	39547007	39547156	150	*	X01038	23499	39547089	39952810	405722	+	0	overlapStart	0	MACF1
chr1	39874278	39874427	150	*	X01044	643314	39875176	39882154	6979	+	748	upstream	748	KIAA0754
chr1	40025142	40025306	165	*	X01045	728448	39987952	40025370	37419	-	0	inside	63	PPIEL
chr1	40042201	40042275	75	*	X01047	8761	40026485	40042521	16037	-	0	inside	245	PABPC4
chr1	40042659	40042751	93	*	X01048	8761	40026485	40042521	16037	-	137	upstream	137	PABPC4
chr1	40105083	40105202	120	*	X01050	26508	40089103	40105348	16246	-	0	inside	145	HEYL
chr1	40105293	40105397	105	*	X01051	26508	40089103	40105348	16246	-	0	overlapStart	0	HEYL
chr1	40156883	40156987	105	*	X01053	51440	40144645	40157089	12445	-	0	inside	101	HPCAL4
chr1	40157442	40157561	120	*	X01054	51440	40144645	40157089	12445	-	352	upstream	352	HPCAL4
chr1	40204462	40204611	150	*	X01055	10450	40204517	40229586	25070	+	0	overlapStart	0	PPIE
chr1	40204627	40204746	120	*	X01056	10450	40204517	40229586	25070	+	0	inside	109	PPIE
chr1	40254340	40254371	32	*	X01057	656	40223903	40254533	30631	-	0	inside	161	BMP8B
chr1	40254672	40254776	105	*	X01058	656	40223903	40254533	30631	-	138	upstream	138	BMP8B
chr1	40367737	40367781	45	*	X01059	4610	40361096	40367687	6592	-	49	upstream	49	MYCL
chr1	40420696	40420845	150	*	X01060	84879	40420784	40435628	14845	+	0	overlapStart	0	MFSD2A
chr1	40421071	40421190	120	*	X01061	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	40506124	40506213	90	*	X01063	10487	40506255	40538321	32067	+	41	upstream	41	CAP1
chr1	40723781	40723900	120	*	X01064	10269	40723722	40759856	36135	+	0	inside	58	ZMPSTE24
chr1	40838654	40838743	90	*	X01067	64744	40839378	40888998	49621	+	634	upstream	634	SMAP2
chr1	40839164	40839283	120	*	X01068	64744	40839378	40888998	49621	+	94	upstream	94	SMAP2
chr1	40942988	40943137	150	*	X01075	339559	40943302	40962015	18714	+	164	upstream	164	ZFP69
chr1	41131379	41131605	227	*	X01079	9783	41086352	41131324	44973	-	54	upstream	54	RIMS3
chr1	41158014	41158103	90	*	X01080	100130557	41154752	41157933	3182	-	80	upstream	80	NFYC-AS1
chr1	41248186	41248305	120	*	X01083	9132	41249684	41306124	56441	+	1378	upstream	1378	KCNQ4
chr1	41248951	41249100	150	*	X01084	9132	41249684	41306124	56441	+	583	upstream	583	KCNQ4
chr1	41328088	41328177	90	*	X01090	163732	41326728	41328018	1291	-	69	upstream	69	CITED4
chr1	41328297	41328386	90	*	X01091	163732	41326728	41328018	1291	-	278	upstream	278	CITED4
chr1	41445260	41445349	90	*	X01094	1503	41445007	41478235	33229	+	0	inside	252	CTPS1
chr1	41707804	41707854	51	*	X01097	22955	41492871	41707815	214945	-	0	overlapStart	0	SCMH1
chr1	41707940	41708103	164	*	X01098	22955	41492871	41707815	214945	-	124	upstream	124	SCMH1
chr1	42501306	42501410	105	*	X01125	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	42502180	42502204	25	*	X01126	59269	41972036	42501596	529561	-	583	upstream	583	HIVEP3
chr1	42801171	42801290	120	*	X01130	22887	42642210	42801548	159339	-	0	inside	257	FOXJ3
chr1	42845968	42846357	390	*	X01131	284716	42846468	42889900	43433	+	110	upstream	110	RIMKLA
chr1	42927901	42927979	79	*	X01133	728621	42929025	43120335	191311	+	1045	upstream	1045	CCDC30
chr1	43123185	43123253	69	*	X01134	10465	43124048	43142429	18382	+	794	upstream	794	PPIH
chr1	43148214	43148303	90	*	X01135	4904	43148066	43168020	19955	+	0	inside	147	YBX1
chr1	43231350	43231454	105	*	X01139	79078	43232916	43241413	8498	+	1461	upstream	1461	C1orf50
chr1	43231605	43231724	120	*	X01140	79078	43232916	43241413	8498	+	1191	upstream	1191	C1orf50
chr1	43232010	43232114	105	*	X01141	79078	43232916	43241413	8498	+	801	upstream	801	C1orf50
chr1	43232610	43232714	105	*	X01142	79078	43232916	43241413	8498	+	201	upstream	201	C1orf50
chr1	43232610	43232714	105	*	X01142	64175	43212006	43232755	20750	-	0	inside	40	P3H1
chr1	43282650	43282784	135	*	X01143	114625	43282776	43310660	27885	+	0	overlapStart	0	ERMAP
chr1	43282650	43282784	135	*	X01143	374969	43272723	43283059	10337	-	0	inside	274	SVBP
chr1	43283101	43283235	135	*	X01144	374969	43272723	43283059	10337	-	41	upstream	41	SVBP
chr1	43312436	43312720	285	*	X01145	51058	43312244	43318146	5903	+	0	inside	191	ZNF691
chr1	43423335	43423514	180	*	X01149	440584	43424720	43449029	24310	+	1205	upstream	1205	SLC2A1-AS1
chr1	43424630	43424764	135	*	X01150	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424630	43424764	135	*	X01150	6513	43391046	43424847	33802	-	0	inside	82	SLC2A1
chr1	43613785	43613904	120	*	X01154	440585	43613594	43622067	8474	+	0	inside	190	FAM183A
chr1	43638190	43638414	225	*	X01155	149465	43638001	43720029	82029	+	0	inside	188	CFAP57
chr1	43823780	43823839	60	*	X01156	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43824315	43824434	120	*	X01157	991	43824626	43828873	4248	+	191	upstream	191	CDC20
chr1	43824710	43824799	90	*	X01158	991	43824626	43828873	4248	+	0	inside	83	CDC20
chr1	43833275	43833619	345	*	X01161	64834	43829068	43833745	4678	-	0	inside	125	ELOVL1
chr1	43833680	43833874	195	*	X01162	64834	43829068	43833745	4678	-	0	overlapStart	0	ELOVL1
chr1	43855155	43855289	135	*	X01163	23334	43855556	43919918	64363	+	266	upstream	266	SZT2
chr1	43855155	43855289	135	*	X01163	112950	43849579	43855483	5905	-	0	inside	193	MED8
chr1	43855657	43855746	90	*	X01164	23334	43855556	43919918	64363	+	0	inside	100	SZT2
chr1	43855657	43855746	90	*	X01164	112950	43849579	43855483	5905	-	173	upstream	173	MED8
chr1	43919506	43919595	90	*	X01166	81888	43916674	43919660	2987	-	0	inside	64	HYI
chr1	43995295	43995359	65	*	X01167	5792	43996547	44089343	92797	+	1187	upstream	1187	PTPRF
chr1	43995790	43995879	90	*	X01168	5792	43996547	44089343	92797	+	667	upstream	667	PTPRF
chr1	43996465	43996569	105	*	X01169	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	43996691	43997380	690	*	X01170	5792	43996547	44089343	92797	+	0	inside	143	PTPRF
chr1	44115969	44116088	120	*	X01173	9682	44115797	44171189	55393	+	0	inside	171	KDM4A
chr1	44399029	44399163	135	*	X01178	9048	44398992	44402912	3921	+	0	inside	36	ARTN
chr1	44410455	44410559	105	*	X01181	9670	44412478	44433694	21217	+	1918	upstream	1918	IPO13
chr1	44435544	44435663	120	*	X01184	1802	44435653	44439043	3391	+	0	overlapStart	0	DPH2
chr1	44439997	44440101	105	*	X01186	533	44440602	44443972	3371	+	500	upstream	500	ATP6V0B
chr1	44444316	44444480	165	*	X01189	8704	44444874	44456843	11970	+	393	upstream	393	B4GALT2
chr1	44445126	44445335	210	*	X01190	8704	44444874	44456843	11970	+	0	inside	251	B4GALT2
chr1	44456857	44456976	120	*	X01192	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	44457397	44457531	135	*	X01193	149473	44457280	44462198	4919	+	0	inside	116	CCDC24
chr1	44496893	44496997	105	*	X01198	6536	44457172	44497164	39993	-	0	inside	166	SLC6A9
chr1	44497133	44497282	150	*	X01199	6536	44457172	44497164	39993	-	0	overlapStart	0	SLC6A9
chr1	44679237	44679326	90	*	X01200	55929	44679125	44686351	7227	+	0	inside	111	DMAP1
chr1	44870636	44870755	120	*	X01203	55182	44870960	45117396	246437	+	204	upstream	204	RNF220
chr1	44871244	44871363	120	*	X01204	55182	44870960	45117396	246437	+	0	inside	283	RNF220
chr1	45139808	45139987	180	*	X01212	339541	45140394	45191263	50870	+	406	upstream	406	ARMH1
chr1	45139808	45139987	180	*	X01212	79639	45119501	45140099	20599	-	0	inside	111	TMEM53
chr1	45265882	45266091	210	*	X01213	1263	45266036	45271667	5632	+	0	overlapStart	0	PLK3
chr1	45308589	45308693	105	*	X01216	8643	45285516	45308616	23101	-	0	overlapStart	0	PTCH2
chr1	45309024	45309158	135	*	X01217	8643	45285516	45308616	23101	-	407	upstream	407	PTCH2
chr1	45476006	45476170	165	*	X01218	7389	45477805	45481341	3537	+	1634	upstream	1634	UROD
chr1	45478466	45478555	90	*	X01219	79654	45468220	45477027	8808	-	1438	upstream	1438	HECTD3
chr1	45672317	45672436	120	*	X01220	57643	45482076	45672250	190175	-	66	upstream	66	ZSWIM5
chr1	45769328	45769687	360	*	X01221	400752	45769582	45771291	1710	+	0	overlapStart	0	LINC01144
chr1	45792457	45792561	105	*	X01222	84842	45792545	45794346	1802	+	0	overlapStart	0	HPDL
chr1	45805444	45805593	150	*	X01223	114034	45805342	45809650	4309	+	0	inside	101	TOE1
chr1	45956806	45956910	105	*	X01224	10420	45809555	45956840	147286	-	0	overlapStart	0	TESK2
chr1	46049602	46049736	135	*	X01226	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46269312	46269386	75	*	X01230	23139	46269285	46501796	232512	+	0	inside	26	MAST2
chr1	46712772	46712786	15	*	X01237	8438	46713367	46744145	30779	+	580	upstream	580	RAD54L
chr1	46712847	46712981	135	*	X01238	8438	46713367	46744145	30779	+	385	upstream	385	RAD54L
chr1	46713003	46713126	124	*	X01239	8438	46713367	46744145	30779	+	240	upstream	240	RAD54L
chr1	46713232	46713242	11	*	X01240	8438	46713367	46744145	30779	+	124	upstream	124	RAD54L
chr1	46713513	46713782	270	*	X01241	8438	46713367	46744145	30779	+	0	inside	145	RAD54L
chr1	46767408	46767767	360	*	X01243	7388	46769380	46782447	13068	+	1612	upstream	1612	UQCRH
chr1	46768128	46768247	120	*	X01244	7388	46769380	46782447	13068	+	1132	upstream	1132	UQCRH
chr1	46768638	46768802	165	*	X01245	7388	46769380	46782447	13068	+	577	upstream	577	UQCRH
chr1	46768638	46768802	165	*	X01245	10489	46744072	46769038	24967	-	0	inside	235	LRRC41
chr1	47697612	47697733	122	*	X01262	6886	47681963	47697892	15930	-	0	inside	158	TAL1
chr1	47697852	47697885	34	*	X01263	6886	47681963	47697892	15930	-	0	inside	6	TAL1
chr1	47799488	47799562	75	*	X01265	51727	47799469	47844511	45043	+	0	inside	18	CMPK1
chr1	48462901	48463037	137	*	X01278	388630	48226200	48462562	236363	-	338	upstream	338	TRABD2B
chr1	48463314	48463418	105	*	X01279	388630	48226200	48462562	236363	-	751	upstream	751	TRABD2B
chr1	48937570	48937839	270	*	X01282	54558	48761044	48937876	176833	-	0	inside	36	SPATA6
chr1	48937855	48938109	255	*	X01283	54558	48761044	48937876	176833	-	0	overlapStart	0	SPATA6
chr1	49242112	49242276	165	*	X01284	79656	49193540	49242547	49008	-	0	inside	270	BEND5
chr1	49242555	49242869	315	*	X01285	79656	49193540	49242547	49008	-	7	upstream	7	BEND5
chr1	49242975	49243131	157	*	X01286	79656	49193540	49242547	49008	-	427	upstream	427	BEND5
chr1	50489909	50490013	105	*	X01291	84871	48998527	50489626	1491100	-	282	upstream	282	AGBL4
chr1	50513726	50513890	165	*	X01292	1996	50513686	50667540	153855	+	0	inside	39	ELAVL4
chr1	50889545	50889709	165	*	X01295	63950	50883223	50889119	5897	-	425	upstream	425	DMRTA2
chr1	50889835	50889954	120	*	X01296	63950	50883223	50889119	5897	-	715	upstream	715	DMRTA2
chr1	51702034	51702198	165	*	X01302	26994	51701945	51739119	37175	+	0	inside	88	RNF11
chr1	51984925	51985005	81	*	X01307	2060	51819935	51984995	165061	-	0	overlapStart	0	EPS15
chr1	52344352	52344441	90	*	X01316	4898	52254866	52344609	89744	-	0	inside	167	NRDC
chr1	52521048	52521167	120	*	X01321	91408	52521857	52556388	34532	+	689	upstream	689	BTF3L4
chr1	52522005	52522139	135	*	X01322	91408	52521857	52556388	34532	+	0	inside	147	BTF3L4
chr1	52522005	52522139	135	*	X01322	51060	52485804	52521843	36040	-	161	upstream	161	TXNDC12
chr1	52607493	52607627	135	*	X01324	9372	52607766	52812358	204593	+	138	upstream	138	ZFYVE9
chr1	52870058	52870177	120	*	X01326	84950	52870219	52883992	13774	+	41	upstream	41	PRPF38A
